Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Experience_Band,Income_Band,Job_Sector,Labour_Group
AI Engineer,30030,0,Master's,0.44,1.45,0.19,Low,0.33,0.09,0.38,0.57,0.7,0.88,0.94,0.1,0.6,0.67,Entry/Junior,Low,Digital & Technology,Digital_Creative
Retail Worker,54524,19,Bachelor's,0.55,0.83,0.72,High,0.07,0.76,0.62,0.72,0.69,0.13,0.15,0.25,0.4,0.94,Senior,Middle,Retail & Consumer Services,Manual_Trade_Service
Financial Analyst,43733,7,Master's,0.26,0.56,0.57,Medium,0.63,0.68,0.26,0.52,0.36,0.82,0.07,0.28,0.6,0.21,Mid-Level,Middle,Finance & Professional Services,Private_Professional
AI Engineer,92086,21,Master's,0.14,0.52,0.27,Low,0.33,0.16,0.17,0.89,0.65,0.96,0.8,0.77,0.5,0.82,Expert/Late,Middle,Digital & Technology,Digital_Creative
UX Researcher,134643,2,Bachelor's,0.83,1.26,0.57,Medium,0.33,0.63,0.51,0.46,0.99,0.5,0.03,0.63,0.73,0.89,Early Career,High,Digital & Creative Industries,Digital_Creative
Software Engineer,136565,22,Bachelor's,0.02,0.62,0.36,Medium,0.21,0.8,0.31,0.31,0.76,0.41,0.06,0.59,0.13,0.57,Expert/Late,High,Digital & Technology,Digital_Creative
Customer Support,53784,28,PhD,0.93,0.57,0.78,High,0.65,0.32,0.45,0.02,0.69,0.88,0.98,0.83,0.03,0.65,Expert/Late,Middle,Customer Service,Manual_Trade_Service
Truck Driver,129892,9,High School,0.94,1.4,0.95,High,0.86,0.55,0.71,0.96,0.58,0.84,0.94,0.57,0.16,0.16,Mid-Level,High,Transport & Logistics,Manual_Trade_Service
Chef,123497,20,Master's,0.48,0.98,0.55,Medium,0.48,0.97,0.29,0.87,0.1,0.6,0.65,0.77,0.5,0.2,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
Customer Support,71147,16,PhD,0.27,0.92,0.83,High,0.63,0.85,0.91,0.46,0.09,0.8,0.48,0.55,0.6,0.67,Senior,Middle,Customer Service,Manual_Trade_Service
Marketing Manager,138131,20,Master's,0.95,1.44,0.62,Medium,0.89,0.05,0.85,0.07,0.75,0.17,0.36,0.18,0.44,0.41,Expert/Late,High,Marketing & Professional Services,Private_Professional
Financial Analyst,38168,1,Bachelor's,0.3,1.25,0.33,Medium,0.52,0.12,0.29,0.26,0.84,0.19,0.81,0.79,0.5,0.23,Entry/Junior,Middle,Finance & Professional Services,Private_Professional
HR Specialist,126017,20,Bachelor's,0.01,1.03,0.68,Medium,0.15,0.57,0.96,0.86,0.85,0.82,0.31,0.89,0.94,0.5,Expert/Late,High,Business & Professional Services,Private_Professional
Lawyer,106548,14,Master's,0.41,0.83,0.38,Medium,0.62,0.56,0.46,0.1,0.8,0.17,0.11,0.62,0.4,0.06,Senior,High,Legal Services,Private_Professional
Marketing Manager,64574,6,Master's,0.77,1.12,0.45,Medium,0.19,0.63,0.89,0.65,0.81,0.52,0.72,0.9,0.77,0.91,Mid-Level,Middle,Marketing & Professional Services,Private_Professional
Truck Driver,106334,15,High School,0.9,1.12,0.92,High,0.04,0.66,0.85,0.17,0.66,0.82,0.29,0.41,0.57,0.52,Senior,High,Transport & Logistics,Manual_Trade_Service
Customer Support,50709,8,Master's,0.1,0.6,0.77,High,0.25,0.74,0.57,0.76,0.07,0.49,0.32,0.85,0.71,0.87,Mid-Level,Middle,Customer Service,Manual_Trade_Service
Graphic Designer,72434,10,High School,0.72,1.04,0.63,Medium,0.51,0.54,0.05,0.67,0.27,0.02,0.07,0.96,0.35,0.87,Senior,Middle,Creative Industries,Digital_Creative
Marketing Manager,122192,28,Bachelor's,0.94,1.38,0.66,Medium,0.29,0.15,0.64,0.49,0.1,0.68,0.56,0.86,0.61,0.57,Expert/Late,High,Marketing & Professional Services,Private_Professional
Doctor,102399,28,Bachelor's,0.46,1.45,0.08,Low,0.45,0.66,0.43,0.28,0.29,0.23,0.34,0.87,0.51,0.24,Expert/Late,High,Health & Social Care,Public_Sector
Construction Worker,52489,28,PhD,0.46,0.52,0.85,High,0.03,0.54,0.46,0.24,0.33,0.71,0.01,0.32,0.68,0.15,Expert/Late,Middle,Construction,Manual_Trade_Service
Truck Driver,123995,6,Bachelor's,0.17,0.65,0.89,High,0.27,0.38,0.73,0.18,0.53,0.92,0.55,0.05,0.59,0.09,Mid-Level,High,Transport & Logistics,Manual_Trade_Service
Nurse,116090,21,PhD,0.85,0.51,0.07,Low,0.36,1.0,0.29,0.16,0.55,0.52,0.45,0.95,0.28,0.29,Expert/Late,High,Health & Social Care,Public_Sector
HR Specialist,126190,21,High School,0.32,1.3,0.69,Medium,0.04,0.99,0.25,0.42,0.78,0.67,0.78,0.47,0.92,0.79,Expert/Late,High,Business & Professional Services,Private_Professional
Mechanic,132535,20,High School,0.95,1.46,0.47,Medium,0.65,0.81,0.82,0.01,0.63,0.97,0.23,0.8,0.53,0.22,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
UX Researcher,84026,19,Master's,0.76,0.82,0.45,Medium,0.49,0.51,0.21,0.67,0.69,0.14,0.53,0.61,0.19,0.89,Senior,Middle,Digital & Creative Industries,Digital_Creative
Doctor,61171,13,Bachelor's,0.12,0.83,0.17,Low,0.01,0.03,0.06,0.54,0.34,0.89,0.56,0.76,0.69,0.52,Senior,Middle,Health & Social Care,Public_Sector
AI Engineer,140549,1,Bachelor's,0.87,1.03,0.17,Low,0.72,0.21,0.79,0.43,0.13,0.12,0.16,0.89,0.99,0.36,Entry/Junior,High,Digital & Technology,Digital_Creative
Customer Support,120061,16,Master's,0.82,0.71,0.93,High,0.67,0.9,0.55,0.69,0.62,0.83,0.84,0.59,0.63,0.92,Senior,High,Customer Service,Manual_Trade_Service
Truck Driver,143357,22,Master's,0.66,0.51,0.73,High,0.86,0.08,0.21,0.23,0.6,0.58,0.29,0.21,0.76,0.94,Expert/Late,High,Transport & Logistics,Manual_Trade_Service
Software Engineer,74099,6,High School,0.13,1.14,0.62,Medium,0.79,0.72,0.89,0.22,0.11,0.62,0.82,0.58,0.96,0.8,Mid-Level,Middle,Digital & Technology,Digital_Creative
HR Specialist,101543,2,Master's,0.06,0.61,0.61,Medium,0.2,0.03,0.91,0.89,0.22,0.78,0.05,0.29,0.62,0.76,Early Career,High,Business & Professional Services,Private_Professional
Nurse,129691,18,High School,0.33,0.71,0.3,Low,0.67,0.41,0.08,0.6,0.64,0.82,0.29,0.98,0.44,0.3,Senior,High,Health & Social Care,Public_Sector
Teacher,111793,14,High School,0.53,1.3,0.19,Low,0.96,0.37,0.06,0.78,0.71,0.53,0.33,0.19,0.48,0.67,Senior,High,Education,Public_Sector
Marketing Manager,33814,28,High School,0.32,0.63,0.49,Medium,0.79,0.97,0.5,0.17,0.68,0.76,0.07,0.85,0.83,0.47,Expert/Late,Middle,Marketing & Professional Services,Private_Professional
Chef,113395,29,Bachelor's,0.45,1.27,0.47,Medium,0.31,0.99,0.94,0.94,0.13,0.23,0.44,0.83,0.74,0.85,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
Software Engineer,104892,28,Master's,0.78,0.76,0.41,Medium,0.35,0.3,0.25,0.75,0.03,0.73,0.82,0.07,0.06,0.29,Expert/Late,High,Digital & Technology,Digital_Creative
Marketing Manager,134560,4,PhD,0.58,1.18,0.55,Medium,0.36,0.5,0.64,0.12,0.23,0.89,0.34,0.8,0.25,0.04,Early Career,High,Marketing & Professional Services,Private_Professional
HR Specialist,46585,15,Bachelor's,0.89,1.32,0.4,Medium,0.91,0.48,0.05,0.03,0.49,0.55,0.08,0.92,0.72,0.8,Senior,Middle,Business & Professional Services,Private_Professional
Graphic Designer,65878,27,High School,0.66,0.89,0.57,Medium,0.98,0.65,0.34,0.29,0.96,0.19,0.81,0.47,0.44,0.75,Expert/Late,Middle,Creative Industries,Digital_Creative
Retail Worker,144742,13,PhD,0.78,0.66,0.8,High,0.42,0.1,0.44,0.81,0.3,0.43,0.96,0.03,0.59,0.74,Senior,High,Retail & Consumer Services,Manual_Trade_Service
Chef,108074,18,Bachelor's,0.72,1.23,0.32,Medium,0.53,0.78,0.09,0.01,0.81,0.71,0.41,0.94,0.77,0.97,Senior,High,Hospitality & Catering,Manual_Trade_Service
Chef,135178,27,High School,0.48,1.25,0.57,Medium,0.81,0.79,0.15,0.23,0.27,0.82,0.81,0.5,0.58,0.83,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
Research Scientist,38794,6,PhD,0.05,0.98,0.28,Low,0.79,0.37,0.06,0.64,0.83,0.66,0.43,0.12,0.91,0.28,Mid-Level,Middle,Research & Development,Digital_Creative
Research Scientist,87364,18,Bachelor's,0.82,1.48,0.22,Low,0.62,0.32,0.02,0.19,0.58,0.15,0.88,0.19,0.52,0.51,Senior,Middle,Research & Development,Digital_Creative
Truck Driver,41853,17,Bachelor's,0.33,1.37,0.81,High,0.7,0.64,0.12,0.62,0.55,0.9,0.88,0.15,0.08,0.29,Senior,Middle,Transport & Logistics,Manual_Trade_Service
UX Researcher,73280,28,Master's,0.02,1.17,0.54,Medium,0.65,0.22,0.23,0.43,0.1,0.07,0.09,0.57,0.4,0.29,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Mechanic,130854,10,Master's,0.21,0.91,0.38,Medium,0.7,0.12,0.95,0.09,0.94,0.83,0.68,0.91,0.14,0.18,Senior,High,Transport & Automotive Services,Manual_Trade_Service
Mechanic,100286,28,High School,0.24,0.81,0.53,Medium,0.03,0.38,0.25,0.61,0.99,0.52,0.43,0.37,0.78,0.07,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Construction Worker,129646,20,Bachelor's,0.42,0.81,0.94,High,0.94,0.64,0.02,0.75,0.34,0.39,0.16,0.52,0.74,0.27,Expert/Late,High,Construction,Manual_Trade_Service
Software Engineer,82445,25,Bachelor's,0.19,0.57,0.56,Medium,0.85,0.95,0.77,0.2,0.98,0.92,0.16,0.56,0.56,0.44,Expert/Late,Middle,Digital & Technology,Digital_Creative
UX Researcher,86152,11,Master's,0.21,1.17,0.61,Medium,0.2,0.82,0.96,0.62,0.78,0.53,0.6,0.01,0.52,0.58,Senior,Middle,Digital & Creative Industries,Digital_Creative
Truck Driver,45485,4,PhD,0.17,0.74,0.89,High,0.17,0.42,0.25,0.55,0.99,0.85,0.27,0.37,0.92,0.9,Early Career,Middle,Transport & Logistics,Manual_Trade_Service
Security Guard,53953,29,Master's,0.83,0.8,0.84,High,0.01,1.0,0.76,0.24,0.68,0.29,0.09,0.43,0.61,0.09,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Chef,48027,3,Bachelor's,0.51,1.13,0.4,Medium,0.02,0.32,0.4,0.64,0.93,0.2,0.69,0.1,0.19,0.51,Early Career,Middle,Hospitality & Catering,Manual_Trade_Service
Doctor,45265,15,PhD,0.86,1.24,0.05,Low,0.68,0.82,0.53,0.97,0.0,0.82,0.33,0.65,0.69,0.31,Senior,Middle,Health & Social Care,Public_Sector
Security Guard,39160,26,PhD,0.1,0.66,0.92,High,0.12,0.38,0.73,0.79,0.95,0.79,0.84,0.95,0.55,0.34,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Security Guard,100717,16,High School,0.16,0.57,0.9,High,0.95,0.44,0.16,0.5,0.39,0.37,0.63,0.17,0.38,0.87,Senior,High,Security & Protective Services,Manual_Trade_Service
HR Specialist,117275,27,High School,0.06,1.01,0.34,Medium,0.96,0.24,0.93,0.83,0.55,0.34,0.86,0.15,0.18,0.22,Expert/Late,High,Business & Professional Services,Private_Professional
Security Guard,73496,25,PhD,0.31,1.49,0.75,High,0.81,0.1,0.35,0.24,0.98,0.03,0.72,0.25,0.81,0.31,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Lawyer,95635,1,PhD,0.27,0.91,0.59,Medium,0.1,0.76,0.11,0.91,0.28,0.58,0.12,0.27,0.4,0.49,Entry/Junior,Middle,Legal Services,Private_Professional
Software Engineer,57762,7,Bachelor's,0.89,0.51,0.61,Medium,0.47,0.52,0.21,0.61,0.54,0.16,0.24,0.07,0.07,0.01,Mid-Level,Middle,Digital & Technology,Digital_Creative
Teacher,95888,15,High School,0.68,0.82,0.14,Low,0.13,0.58,0.34,0.68,0.74,0.58,0.28,0.51,0.25,0.9,Senior,Middle,Education,Public_Sector
Retail Worker,84150,23,Bachelor's,0.97,1.05,0.78,High,0.1,0.54,0.86,0.87,0.6,0.39,0.65,0.76,0.41,0.48,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Mechanic,87026,4,Master's,0.88,1.29,0.31,Medium,0.12,0.85,0.83,0.39,0.58,0.91,0.91,0.78,0.21,0.73,Early Career,Middle,Transport & Automotive Services,Manual_Trade_Service
Teacher,133992,1,High School,0.89,0.65,0.22,Low,0.61,0.78,0.55,0.06,0.71,0.38,0.32,0.99,0.59,0.71,Entry/Junior,High,Education,Public_Sector
Software Engineer,115847,18,Bachelor's,0.77,1.25,0.56,Medium,1.0,0.46,0.71,0.8,0.38,0.46,0.97,0.03,0.34,0.49,Senior,High,Digital & Technology,Digital_Creative
Data Scientist,30645,4,High School,0.9,0.79,0.4,Medium,0.82,0.28,0.66,0.82,0.79,0.78,0.09,0.08,0.31,0.04,Early Career,Middle,Digital & Technology,Digital_Creative
Teacher,40704,23,PhD,0.39,1.06,0.12,Low,0.49,0.33,0.2,0.65,0.67,0.83,0.87,0.7,0.69,0.06,Expert/Late,Middle,Education,Public_Sector
Lawyer,62256,7,Bachelor's,0.81,0.73,0.44,Medium,0.15,0.2,0.78,0.26,0.45,0.15,0.68,0.73,0.36,0.78,Mid-Level,Middle,Legal Services,Private_Professional
Software Engineer,64224,11,High School,0.69,1.23,0.69,Medium,0.23,0.09,0.26,0.12,0.17,0.33,0.41,0.9,0.2,0.97,Senior,Middle,Digital & Technology,Digital_Creative
Chef,43167,11,Master's,0.88,1.43,0.6,Medium,0.79,0.44,0.51,0.93,0.38,0.04,0.76,0.57,0.81,0.08,Senior,Middle,Hospitality & Catering,Manual_Trade_Service
Chef,99459,6,High School,0.25,1.4,0.34,Medium,0.84,0.09,0.03,0.24,0.33,0.63,0.13,0.44,0.2,0.86,Mid-Level,Middle,Hospitality & Catering,Manual_Trade_Service
Retail Worker,90628,24,Master's,0.36,1.13,0.93,High,0.87,0.9,0.06,0.84,0.78,0.9,0.31,0.91,0.4,0.63,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
UX Researcher,95162,25,PhD,0.43,1.05,0.44,Medium,0.79,0.63,0.69,0.23,0.97,0.66,0.2,0.75,0.17,0.06,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Nurse,144009,2,Master's,0.55,0.69,0.14,Low,0.95,0.29,0.16,0.99,0.3,0.68,0.23,0.55,0.39,0.96,Early Career,High,Health & Social Care,Public_Sector
Nurse,53978,11,PhD,0.58,1.44,0.3,Low,0.1,0.83,0.38,0.59,0.38,0.4,0.16,0.57,0.55,0.19,Senior,Middle,Health & Social Care,Public_Sector
HR Specialist,85419,21,High School,0.97,1.21,0.49,Medium,0.92,0.58,0.14,0.55,0.18,0.77,0.97,0.36,0.43,0.42,Expert/Late,Middle,Business & Professional Services,Private_Professional
Data Scientist,123004,16,Bachelor's,0.79,1.12,0.33,Medium,0.84,0.19,0.98,0.38,0.62,0.08,0.34,0.8,0.48,0.9,Senior,High,Digital & Technology,Digital_Creative
Software Engineer,47874,25,Bachelor's,0.93,1.48,0.48,Medium,0.57,0.83,0.22,0.86,0.59,0.73,0.08,0.77,0.31,0.81,Expert/Late,Middle,Digital & Technology,Digital_Creative
Software Engineer,149318,17,High School,0.27,1.45,0.61,Medium,0.99,0.36,0.65,0.61,0.69,0.04,0.29,0.91,0.42,0.96,Senior,High,Digital & Technology,Digital_Creative
Mechanic,39413,1,Master's,1.0,1.2,0.61,Medium,0.4,0.91,0.55,0.68,0.09,0.63,0.88,0.18,0.74,0.03,Entry/Junior,Middle,Transport & Automotive Services,Manual_Trade_Service
Research Scientist,137541,1,Master's,0.98,0.85,0.08,Low,0.66,0.03,0.48,0.27,0.47,0.02,0.05,0.02,0.62,0.56,Entry/Junior,High,Research & Development,Digital_Creative
Data Scientist,45890,19,PhD,0.59,0.6,0.43,Medium,0.6,0.01,0.04,0.68,0.89,0.86,0.17,0.91,0.7,0.72,Senior,Middle,Digital & Technology,Digital_Creative
Marketing Manager,137747,8,High School,0.72,1.21,0.54,Medium,0.36,0.81,0.94,0.87,0.24,0.45,0.34,0.71,0.83,0.22,Mid-Level,High,Marketing & Professional Services,Private_Professional
Research Scientist,72582,22,Master's,0.68,0.72,0.14,Low,0.1,0.6,0.17,0.69,0.74,0.48,0.09,0.61,0.37,0.95,Expert/Late,Middle,Research & Development,Digital_Creative
Graphic Designer,124964,2,PhD,0.07,1.14,0.61,Medium,0.16,0.45,0.74,0.02,0.03,0.68,0.73,0.85,0.4,0.39,Early Career,High,Creative Industries,Digital_Creative
Doctor,64091,8,Master's,0.26,0.84,0.09,Low,0.4,0.9,0.22,0.68,0.14,0.35,0.32,0.94,0.43,0.69,Mid-Level,Middle,Health & Social Care,Public_Sector
Truck Driver,95707,29,Bachelor's,0.14,1.44,0.79,High,0.04,0.3,0.34,0.09,0.62,0.35,0.63,0.01,0.98,0.17,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Doctor,82892,1,Master's,0.92,1.31,0.22,Low,0.03,0.53,0.65,0.76,0.47,0.95,0.24,0.07,0.33,0.66,Entry/Junior,Middle,Health & Social Care,Public_Sector
Data Scientist,51946,13,High School,0.74,0.61,0.65,Medium,0.28,0.21,0.61,0.21,0.51,0.41,0.23,0.29,0.43,0.35,Senior,Middle,Digital & Technology,Digital_Creative
Customer Support,92294,11,Master's,0.74,0.67,0.86,High,0.68,0.8,0.85,0.16,0.14,0.61,0.76,0.27,0.53,0.77,Senior,Middle,Customer Service,Manual_Trade_Service
Teacher,101022,17,PhD,0.65,0.58,0.06,Low,0.39,0.03,0.9,0.02,0.03,0.17,0.63,0.54,0.66,0.89,Senior,High,Education,Public_Sector
Chef,116377,14,PhD,0.04,1.26,0.62,Medium,0.05,0.24,0.77,0.38,0.47,0.82,0.09,0.68,0.21,0.06,Senior,High,Hospitality & Catering,Manual_Trade_Service
Mechanic,125614,8,High School,0.12,1.25,0.38,Medium,0.05,0.1,0.84,0.37,0.3,0.49,0.63,0.04,0.9,0.96,Mid-Level,High,Transport & Automotive Services,Manual_Trade_Service
UX Researcher,70577,22,Master's,0.41,1.38,0.47,Medium,0.86,0.03,0.49,0.95,0.25,0.27,0.63,0.93,0.2,0.92,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Lawyer,70214,21,Master's,0.99,1.24,0.57,Medium,0.81,0.18,0.95,0.17,0.03,0.7,0.18,0.76,0.8,0.24,Expert/Late,Middle,Legal Services,Private_Professional
Marketing Manager,115416,29,Bachelor's,0.5,1.39,0.64,Medium,0.12,0.96,0.26,0.35,0.15,0.38,0.64,0.51,0.83,0.64,Expert/Late,High,Marketing & Professional Services,Private_Professional
HR Specialist,138176,7,Master's,0.56,0.56,0.53,Medium,0.39,0.1,0.31,0.9,0.59,0.9,0.41,0.98,0.36,0.76,Mid-Level,High,Business & Professional Services,Private_Professional
Truck Driver,88744,15,High School,0.11,1.33,0.89,High,0.82,0.3,0.7,0.22,0.01,0.87,0.52,0.98,0.39,0.96,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Chef,55759,24,Master's,0.51,0.8,0.63,Medium,0.83,0.42,0.73,0.45,0.74,0.99,0.26,0.63,0.38,0.55,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Security Guard,37589,18,Bachelor's,0.5,0.95,0.9,High,0.05,0.09,0.02,0.69,0.53,0.88,0.5,0.22,0.81,0.29,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Truck Driver,119485,21,High School,0.25,0.67,0.82,High,0.05,0.04,0.5,0.22,0.01,0.3,0.48,0.39,0.14,0.58,Expert/Late,High,Transport & Logistics,Manual_Trade_Service
Security Guard,55090,8,Bachelor's,0.68,0.89,0.73,High,0.5,0.89,0.47,0.2,0.09,0.94,0.74,0.31,0.3,0.9,Mid-Level,Middle,Security & Protective Services,Manual_Trade_Service
Chef,102889,19,High School,0.54,1.21,0.46,Medium,0.04,0.23,0.9,0.52,0.82,0.56,0.94,0.91,0.48,0.32,Senior,High,Hospitality & Catering,Manual_Trade_Service
Chef,93282,29,Master's,0.67,1.0,0.63,Medium,0.18,0.33,0.69,0.25,0.44,0.96,0.63,0.95,0.72,0.72,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Teacher,40892,19,PhD,0.5,0.83,0.14,Low,0.26,0.06,0.79,0.62,0.83,0.5,0.98,0.96,0.27,0.39,Senior,Middle,Education,Public_Sector
Data Scientist,132524,8,High School,0.78,1.41,0.56,Medium,0.48,0.38,0.42,0.85,0.98,0.05,0.58,0.52,0.38,0.85,Mid-Level,High,Digital & Technology,Digital_Creative
Teacher,56006,13,Master's,0.47,0.52,0.25,Low,0.11,0.46,0.58,0.71,0.41,0.74,0.13,0.65,0.83,0.89,Senior,Middle,Education,Public_Sector
Truck Driver,60805,20,Bachelor's,0.31,0.66,0.79,High,0.54,0.2,0.95,0.9,0.03,0.56,0.79,0.25,0.52,0.41,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Lawyer,86121,28,Master's,0.61,1.49,0.45,Medium,0.55,0.33,0.88,0.86,0.18,0.9,0.15,0.1,0.65,0.39,Expert/Late,Middle,Legal Services,Private_Professional
Data Scientist,70344,14,High School,0.65,0.55,0.42,Medium,0.46,0.27,0.05,0.09,0.8,0.91,0.15,0.25,0.65,0.95,Senior,Middle,Digital & Technology,Digital_Creative
Truck Driver,62185,5,High School,0.87,0.59,0.76,High,0.09,0.1,0.52,0.69,0.79,0.7,0.36,0.56,0.93,0.39,Mid-Level,Middle,Transport & Logistics,Manual_Trade_Service
HR Specialist,133060,9,High School,0.52,0.8,0.4,Medium,0.78,0.89,0.5,0.78,0.19,0.55,0.64,0.49,0.12,0.73,Mid-Level,High,Business & Professional Services,Private_Professional
Doctor,149756,8,High School,0.64,0.67,0.07,Low,0.3,0.04,0.84,0.7,0.56,0.89,0.11,0.71,0.15,0.06,Mid-Level,High,Health & Social Care,Public_Sector
Retail Worker,31981,7,Master's,0.95,0.94,0.71,High,0.58,0.2,0.01,0.76,0.15,0.94,0.59,0.09,0.22,0.61,Mid-Level,Middle,Retail & Consumer Services,Manual_Trade_Service
UX Researcher,66443,3,High School,0.53,1.3,0.62,Medium,0.7,0.89,0.2,0.18,0.8,0.32,0.51,0.74,0.4,0.13,Early Career,Middle,Digital & Creative Industries,Digital_Creative
Construction Worker,89434,5,PhD,0.82,0.51,0.84,High,0.47,0.26,0.16,0.19,0.72,0.54,0.98,0.24,0.96,0.52,Mid-Level,Middle,Construction,Manual_Trade_Service
Nurse,73159,20,Bachelor's,0.02,0.56,0.08,Low,0.34,0.12,0.43,0.18,0.78,0.87,0.39,0.51,0.95,0.54,Expert/Late,Middle,Health & Social Care,Public_Sector
Data Scientist,103298,14,Master's,0.14,1.36,0.5,Medium,0.02,0.97,0.97,0.38,0.95,0.14,0.68,0.19,0.25,0.78,Senior,High,Digital & Technology,Digital_Creative
Teacher,65357,3,Bachelor's,0.01,0.91,0.11,Low,0.68,0.19,0.84,0.27,0.39,0.3,0.64,0.1,0.48,0.33,Early Career,Middle,Education,Public_Sector
Teacher,86735,6,High School,0.07,1.33,0.09,Low,0.09,0.2,0.1,0.52,0.99,0.03,0.46,0.39,0.34,0.33,Mid-Level,Middle,Education,Public_Sector
Lawyer,131977,0,Master's,0.02,1.27,0.4,Medium,0.38,0.42,0.3,0.09,0.11,0.3,0.82,0.13,0.74,0.29,Entry/Junior,High,Legal Services,Private_Professional
Nurse,79684,7,Master's,0.43,0.67,0.3,Low,0.18,0.57,0.57,0.37,0.95,0.84,0.83,0.97,0.46,0.1,Mid-Level,Middle,Health & Social Care,Public_Sector
Research Scientist,90273,25,Bachelor's,0.38,0.69,0.17,Low,0.93,0.17,0.85,0.42,0.14,0.85,0.97,0.29,0.3,0.39,Expert/Late,Middle,Research & Development,Digital_Creative
Customer Support,85547,1,PhD,0.01,0.72,0.88,High,0.41,0.33,0.87,0.92,0.95,0.27,0.91,0.74,0.15,0.61,Entry/Junior,Middle,Customer Service,Manual_Trade_Service
Lawyer,117429,26,PhD,0.63,0.72,0.4,Medium,0.79,0.69,0.88,0.4,0.55,0.74,0.97,0.99,1.0,0.89,Expert/Late,High,Legal Services,Private_Professional
Research Scientist,40208,23,Bachelor's,0.01,1.2,0.11,Low,0.06,0.7,0.76,0.66,0.37,0.51,0.93,0.73,0.5,0.59,Expert/Late,Middle,Research & Development,Digital_Creative
Construction Worker,74056,23,Bachelor's,0.39,0.6,0.78,High,0.42,0.27,0.53,0.3,0.1,0.19,0.92,0.63,0.31,0.37,Expert/Late,Middle,Construction,Manual_Trade_Service
AI Engineer,53553,8,Bachelor's,0.67,1.08,0.28,Low,0.63,0.91,0.01,0.89,0.72,0.17,0.26,0.54,0.12,0.79,Mid-Level,Middle,Digital & Technology,Digital_Creative
Retail Worker,54287,4,High School,0.3,0.57,0.95,High,0.25,0.07,0.33,0.97,0.79,0.48,0.31,0.42,0.02,0.72,Early Career,Middle,Retail & Consumer Services,Manual_Trade_Service
HR Specialist,48803,27,PhD,0.52,1.07,0.3,Low,0.98,0.3,0.08,0.85,0.15,0.02,0.49,0.13,0.98,0.01,Expert/Late,Middle,Business & Professional Services,Private_Professional
Teacher,113192,28,High School,0.83,0.74,0.28,Low,0.31,0.07,0.01,0.28,0.47,0.0,0.58,0.33,0.39,0.26,Expert/Late,High,Education,Public_Sector
Teacher,128740,9,Bachelor's,0.23,0.63,0.27,Low,0.39,0.08,0.23,0.31,0.77,0.02,0.48,0.41,0.97,0.18,Mid-Level,High,Education,Public_Sector
Mechanic,38996,20,Master's,0.2,1.05,0.52,Medium,0.08,0.46,0.46,0.32,0.28,0.22,0.01,0.0,0.59,0.29,Expert/Late,Middle,Transport & Automotive Services,Manual_Trade_Service
Graphic Designer,79210,8,High School,0.68,1.03,0.67,Medium,0.83,0.73,0.13,0.67,0.69,0.76,0.26,0.64,0.62,0.39,Mid-Level,Middle,Creative Industries,Digital_Creative
Nurse,134439,13,Bachelor's,0.09,1.14,0.2,Low,0.21,0.82,0.87,0.21,0.08,0.6,0.48,0.43,0.76,0.97,Senior,High,Health & Social Care,Public_Sector
Mechanic,41135,22,Bachelor's,0.01,1.1,0.56,Medium,0.83,0.2,0.52,0.45,0.66,0.06,0.88,0.51,0.88,0.34,Expert/Late,Middle,Transport & Automotive Services,Manual_Trade_Service
Graphic Designer,110709,6,High School,0.96,1.44,0.68,Medium,0.04,0.4,0.06,0.31,0.17,0.62,0.78,0.51,0.8,0.01,Mid-Level,High,Creative Industries,Digital_Creative
UX Researcher,78416,13,Bachelor's,0.18,0.96,0.48,Medium,0.87,0.97,0.26,0.07,0.65,0.5,0.57,0.05,0.78,0.23,Senior,Middle,Digital & Creative Industries,Digital_Creative
AI Engineer,57309,7,Bachelor's,0.23,1.45,0.09,Low,0.73,0.25,0.42,1.0,0.1,0.88,0.95,0.7,0.01,0.82,Mid-Level,Middle,Digital & Technology,Digital_Creative
AI Engineer,67542,17,PhD,0.98,1.34,0.16,Low,0.69,0.49,0.35,0.63,0.77,0.64,0.83,0.18,0.37,0.31,Senior,Middle,Digital & Technology,Digital_Creative
